final_score,structured_score,breed_score,bert_similarity,PetID,Name,breed1_label,breed2_label,Age,age_group,gender_label,maturity_size_label,fur_length_label,Vaccinated,Dewormed,Sterilized,Health,Fee,PhotoAmt,Description
0.6757,0.5909,0.0,0.8736,4715f897c,Sandra,Mixed Breed,,2,puppy,female,medium,short,1,1,2,1,0,15.0,"On the 2/1/, while i was parking my car for work i stumble a female mongrel dog together with 6 puppies lying on a deserted house opposite subang airport. The house has been demolished half way and all the brick and wire was left there. The female dog was very thin and her bone was visible, the puppies (aprox 2 -3 months old) looks healthy to me. I decided to feed them kibble daily. The mother dog was very cautious with me she will wait until i put the kibble on the ground and move away only then she will eat the kibble and she never came close to me. The next day when i was on my way to feed the dogs i saw 1 more puppies is playing together with the rest of the 6 puppies that makes a total of 7 puppies. And the puppy was injured on her left leg, most probably she hurt herself while playing under the bricks and wire. Today 6/1/ was very lucky for me, i was able to catch the injured puppy and bring it over to the vet. Dr Sam told me that the puppy may have fallen or accidently cut on a sharp object while playing. It was lucky the wound been treated earlier if the wound is left untreated maggot will appear. Dr Sam have dewormed and clean up the wound and bandage it and told me to bring the puppy over to the clinic on this coming friday 8/1/ for some minor operation. The minor operation is to remove some excessive flesh and to stich up the wound so that it will recover more faster. But the real good news is the puppy was tested negative for distemper and parvo virus. Overall the puppy was in great health. The puppy is whining and sometime a bit of howling as if to me it was calling for its mother and her sibling. Temporary i will be fostering this puppy until it recover and hopefully there is someone is willing to adopt her, As i'm staying in an apartment and i'm having my own dog with me, i'm worry my neighbour will start to complain. There are 6 more puppies plus the mother dog waiting for adoption."
0.6757,0.5909,0.0,0.8735,a2124f529,Brownie,Collie,Mixed Breed,1,puppy,female,medium,short,2,2,2,1,0,8.0,"One of 5 pups born in our neighbour's unoccupied home on 21st-August-. With 2 male dogs together with the existing female (possibly a Collie), this is the unevitable result of nature taking its course. It's Season 2 (For those who remembered Maley & Bigfoot who found an owner here) There were actually 5 pups but one got drowned during a heavy downpour in the wee hours of the night. Have so far conducted 2 successful rescue missions late in the night during heavy rain by jumping over the wall & searching for them with a flashlight & placing them in higher grounds. Well, it's all worth it in the name of love. The litter this time round is a mix bag of colours unlike the white ones for Season 1. Nicknamed Brownie, she is mostly brown with some very even tones of cream. Even got a brown nose to go with the face. For those who like cookies, would you like to have a brownie instead? (Not for EATING though but for loving) Attached with this profile, you can find the pics of the Mom & Dad. We suspect the father to this little cutie to be Dad 1."
0.6757,0.5909,0.0,0.8735,2fe1eb7b8,Black Rose,Mixed Breed,Mixed Breed,4,puppy,female,medium,short,1,1,2,1,100,2.0,"Loyal, smart, attentive. A great addition to your family . Kindly contact my jie2 at for more info"
0.6757,0.5909,0.0,0.8735,50262523c,THE FAB-5,Mixed Breed,,5,puppy,mixed,medium,short,2,2,2,1,0,0.0,5 PUPPIES RESCUED (MIX GENDER : 1 FEMALE & 4 MALE). AGE ABOUT 5 WEEKS OLD. 3 ALREADY BEEN RESERVED (2 MALES & 1 FEMALE). 2 MALE PUPPIES ARE LOOKING FOR HOME. INTERESTED CAN VIEW THE PUPPIES AT MY FB : OR CAN CONTACT ME (THEAN) AT
0.6757,0.5909,0.0,0.8735,133af5fc3,Akila,Beagle,Mixed Breed,2,puppy,female,medium,short,3,3,2,1,0,3.0,Short legged lovely puppy looking for a forever home. Commitment to spay is compulsory. If u are interested to adopt pls contact Rachel
0.6756,0.5909,0.0,0.8733,e2e7a93fe,Chewy,Mixed Breed,,2,puppy,female,medium,short,2,1,2,1,0,1.0,"Chewy is rescue by a kind student. Chewy is six week old and looking for good home and family that can love her and treat her as part of the family. She are still very young and need love, patients and attention , so must take care her well. Please what app, sms or call this hp number or directly to Yee Ming at for more information."
0.6756,0.5909,0.0,0.8733,fb507a1cb,Doodo,Mixed Breed,,1,puppy,female,medium,short,3,3,2,1,0,3.0,Lovely pup looking for a forever home. Commitment to spay is compulsory. If u are interested to adopt pls contact Amy
0.6756,0.5909,0.0,0.8733,1d777bbcd,Nico,Mixed Breed,,2,puppy,female,medium,short,2,2,2,1,0,11.0,"nico, the only princess among the 6 siblings, a lovely girl, he is now living at the fosterer home along with another 5 of her siblings and mama. pls contact  or brandee  brandee for further details of Eecho boy, he is really to go for his forever home now! Terms and conditions for adopting, 1) there is no adoption fees needed to pay, however rm 50 will be collected for Nico 1st vaccination and deworm bill. 2) adopter must agree to complete Nico 2nd and 3rd vaccination on the following months as well as neutering Nico on his 6th month old, RM neutering fees will be collected in advance on the day adopter bringing Nico girl home."
0.6756,0.5909,0.0,0.8732,468cec390,Zorro,Mixed Breed,,2,puppy,male,medium,short,2,2,2,1,0,4.0,"Zorro is now about 2 months old (these are not latest photos). He was initially adopted but due to personal reasons of the adopter, he now has to be put up for adoption again. There is no adoption fee, however, interested adopters must arrange for his vaccination and deworming a.s.a.p. and preferably agree to spay him when old enough. We can arrange for our regular vet at Taipan USJ, to provide spaying at cheap rate of only RM. This is much cheaper than most vets where price is usually at least RM or more. Amount shall be paid to vet upon adoption and just show the receipt when pup is old enough for spaying."
0.6756,0.5909,0.0,0.8731,660dd8ded,Sunway Pup,Mixed Breed,,2,puppy,mixed,medium,short,2,2,2,1,0,2.0,"Hi friends these 2 siblings are from the 8 puppies that the mama dog gave birth to near lost world of tambun, Ipoh . All the other 6 was adopted out and left with these 2 poor furkids. They are adorable, very active and playful. Do find in heart to make room for these 2. Interested pls contact Mr.Rajan or me sue-."
0.6756,0.5909,0.0,0.873,74363ff2b,Little Monster,Mixed Breed,,2,puppy,female,medium,short,2,2,2,1,200,1.0,This little monster is only 2 months old and was found lost and was trying to find her family but unable to locate them. She is a very healthy and adorable fella. PLEASE if anyone is allow to give her a second chance to become one of your family member do directly call or sms me.
0.6755,0.5909,0.0,0.873,64e7edd37,Giselle,Mixed Breed,,2,puppy,female,medium,short,1,1,2,1,0,2.0,"Giselle is a rescued pup, from a litter of six looking for a good home"
0.6755,0.5909,0.0,0.873,f77a6e11c,,Mixed Breed,,2,puppy,male,medium,short,2,2,2,1,0,2.0,"Puppy found at my taman, believed was abandoned by the owner. Anyone willing to give him a forever home pls contact me. Location at bdr sg long, kajang."
0.6755,0.5636,0.0,0.9366,6c71db5b5,Dio,Doberman Pinscher,,15,young,female,large,short,1,1,2,1,0,4.0,"Dio is a very friendly family dog, healthy and very lively. She is almost fully-grown, large breed, 26 kg. Dio has had 10 training sessions with an experienced dog trainer and knows the basic commands. She is very obedient, which does not mean she always listens… Dio is always in for a play and enjoys (read ‘needs’) company and attention. She is an outdoor dog and definitely needs space to run around. We are looking for a family to take care of Dio because we will be moving to a small condominium with a ‘no-pets-allowed’ policy, but more important… without garden."
0.6755,0.5909,0.0,0.873,58fe1756c,Mimi,Mixed Breed,,2,puppy,female,medium,short,2,1,2,1,0,2.0,Mimi is a active and playful puppy. I sincerely hope that she will find a loving home who showers her with love n a place call home. Please call / what app/ we chat or sms to to view Mimi.
0.6755,0.5909,0.0,0.8729,9223ae4c4,Little Black Girl,Mixed Breed,,8,young,female,medium,long,3,3,3,1,0,5.0,"Someone dumped her in a factory one week ago. She is very friendly, skin and fur is very nice too, she definitely don't know how to survive in the street. Currently there's people is feeding her. She even know how to be patient to wait for her food, doesn't simply bark at all, she still very young, please give her a forever love home if you can ☺️ Thanks in advance."
0.6755,0.5909,0.0,0.8729,8e92ebde6,Lulu The Supergirl,Mixed Breed,Mixed Breed,2,puppy,female,medium,short,1,1,2,1,0,5.0,"*Adoption fee is a donation of your choice* Snoopy is the smartest of the lot with kick ass climbing skills! Adopt this little spidey and let her climb her way into your heart! :) Snoopy fact: One set of her eyelashes is white.. Like an albino Jack Russell mix! Snoopy must not be caged, tied or left alone outside."
0.6755,0.5909,0.0,0.8729,6c8487ccb,2 Female Pup,Mixed Breed,Mixed Breed,2,puppy,female,medium,short,2,1,2,1,0,3.0,We rescued 3 puppies at Bagan Ajam Market on Sunday morning. Please contact me at if you can provide forever loving home for them
0.6755,0.5909,0.0,0.8729,f05838eb7,Jack & Rosie,Mixed Breed,Mixed Breed,4,puppy,mixed,medium,short,1,1,2,1,50,3.0,"Hi my name is Jack and i was rescued from a factory lot in Shah Alam. Some of friends say that i look like a jack russell or a chi hua hua. What do you think? I'll be your best friend for life so please find me a good home! Hi my name is Rosie was rescued from the Batu Tiga KESAS Highway. I look like a ""mini wolf"" but actually i am quite shy but friendly. Please take me home and I'll promise to take good care of you and your home."
0.6755,0.5909,0.0,0.8728,a7c004380,Admes,Mixed Breed,,2,puppy,male,medium,short,3,3,2,1,0,2.0,Lovely puppy looking for a forever home. Interested to adopt pls contact Rachel
0.6755,0.5909,0.0,0.8728,061378b30,Murphy,Black Labrador Retriever,Mixed Breed,3,puppy,male,medium,short,3,3,2,1,0,2.0,Lovely puppy looking for a forever home. Interested to adopt pls contact Rachel
0.6755,0.5909,0.0,0.8728,356d9395d,Jasper,Yellow Labrador Retriever,Mixed Breed,2,puppy,male,medium,short,3,3,2,1,0,3.0,Lovely puppy looking for a forever home. If interested to adopt pls contact Rachel
0.6755,0.5909,0.0,0.8727,4dc593f4e,Cute Pups Urgently Need Re - Home,Mixed Breed,Mixed Breed,0,puppy,mixed,medium,short,2,2,2,1,0,1.0,Found these 5 pups around the playground in my area at Taman Sri Andalas Klang. They are very cute & urgently need to be adopted . Pls call me at for location
0.6755,0.5909,0.0,0.8727,c790696c7,,Schnauzer,,132,senior,female,small,short,1,1,1,1,0,1.0,Very gentle especially with children. Although she may be old but still active and healthy. Yearly check up with follow up vaccination and monthly grooming. No history of sickness and fleas.
0.6755,0.5909,0.0,0.8727,8fb06a963,,Schnauzer,,132,senior,female,small,short,1,1,1,1,0,0.0,Very gentle especially with children. Although she may be old but still active and healthy. Yearly check up with follow up vaccination and monthly grooming. No history of sickness and fleas.
0.6754,0.5909,0.0,0.8726,c68bc0253,Lavender,Yellow Labrador Retriever,Mixed Breed,3,puppy,female,medium,short,3,3,2,1,0,2.0,Lovely puppy looking for a home sweet home. Commitment to spay is compulsory. If u are interested to adopt pls contact Rachel
0.6754,0.5909,0.0,0.8726,e6e4a6f37,Xena,Mixed Breed,,2,puppy,female,medium,short,3,3,2,1,0,2.0,Lovely puppy looking for a home sweet home. Commitment to spay is compulsory. If u are interested to adopt pls contact Rachel
0.6754,0.5909,0.0,0.8726,b67778d17,Lady,Mixed Breed,,2,puppy,female,medium,short,3,3,2,1,0,3.0,Lovely puppy looking for a home sweet home. Commitment to spay is compulsory. If u are interested to adopt pls contact Rachel
0.6754,0.5909,0.0,0.8726,7ed14130d,Stella,Mixed Breed,,3,puppy,female,medium,short,3,3,2,1,0,2.0,Lovely puppy looking for a home sweet home. Commitment to spay is compulsory. If u are interested to adopt pls contact Rachel
0.6754,0.5909,0.0,0.8726,412b8d565,Baby Mia Girl,Mixed Breed,Mixed Breed,1,puppy,female,medium,short,2,2,2,1,100,4.0,Mia is one of the remaining 3 bubbly & energetic puppies is still looking for home. They are currently seeking shelter near construction site with lotsa lorries & heavy machineries moving in & out. Their life is at stake. Pls adopt & save lifes today! Location KL Puppies are 1 month plus old
0.6754,0.5909,0.0,0.8725,04f7eafde,,Mixed Breed,,1,puppy,female,medium,short,2,1,2,1,0,5.0,This puppy was rescued from a drain with ticks all over her body. She is about 4 weeks old and still needs to drink milk. She is fed with puppy milk replacer and also some kibbles soaked in water every 3 to 4 hours. She sleeps after being fed and do not make a lot of noise. She will also sleep through the night.
0.6754,0.5909,0.0,0.8725,1945c0690,,Mixed Breed,,1,puppy,female,medium,short,3,1,2,1,0,3.0,Found her wandering the streets. Looking lost. Picked her up as I was afraid that she might get hit by traffic. Very cute and playful. Not afraid of people and friendly nature too I have cleaned her and given her deworming medication as well.
